"","year","state","month","fires","date"
"562",2004,"AMAPÁ",11,949,2004-11-01
"563",2004,"AMAPÁ",12,777,2004-12-01
"564",2005,"AMAPÁ",1,109,2005-01-01
"565",2005,"AMAPÁ",2,1,2005-02-01
"566",2005,"AMAPÁ",3,0,2005-03-01
"567",2005,"AMAPÁ",4,0,2005-04-01
"568",2005,"AMAPÁ",5,0,2005-05-01
"569",2005,"AMAPÁ",6,2,2005-06-01
"570",2005,"AMAPÁ",7,0,2005-07-01
"571",2005,"AMAPÁ",8,4,2005-08-01
"572",2005,"AMAPÁ",9,97,2005-09-01
"573",2005,"AMAPÁ",10,335,2005-10-01
"574",2005,"AMAPÁ",11,685,2005-11-01
"575",2005,"AMAPÁ",12,38,2005-12-01
"576",2006,"AMAPÁ",1,6,2006-01-01
"577",2006,"AMAPÁ",2,2,2006-02-01
"578",2006,"AMAPÁ",3,0,2006-03-01
"579",2006,"AMAPÁ",4,0,2006-04-01
"580",2006,"AMAPÁ",5,0,2006-05-01
"581",2006,"AMAPÁ",6,0,2006-06-01
"582",2006,"AMAPÁ",7,0,2006-07-01
"583",2006,"AMAPÁ",8,11,2006-08-01
"584",2006,"AMAPÁ",9,112,2006-09-01
"585",2006,"AMAPÁ",10,405,2006-10-01
"586",2006,"AMAPÁ",11,207,2006-11-01
"587",2006,"AMAPÁ",12,74,2006-12-01
"588",2007,"AMAPÁ",1,0,2007-01-01
"589",2007,"AMAPÁ",2,0,2007-02-01
"590",2007,"AMAPÁ",3,0,2007-03-01
"591",2007,"AMAPÁ",4,0,2007-04-01
"592",2007,"AMAPÁ",5,0,2007-05-01
"593",2007,"AMAPÁ",6,0,2007-06-01
"594",2007,"AMAPÁ",7,0,2007-07-01
"595",2007,"AMAPÁ",8,5,2007-08-01
"596",2007,"AMAPÁ",9,61,2007-09-01
"597",2007,"AMAPÁ",10,162,2007-10-01
"598",2007,"AMAPÁ",11,198,2007-11-01
"599",2007,"AMAPÁ",12,14,2007-12-01
"600",2008,"AMAPÁ",1,2,2008-01-01
"601",2008,"AMAPÁ",2,0,2008-02-01
"602",2008,"AMAPÁ",3,1,2008-03-01
"603",2008,"AMAPÁ",4,2,2008-04-01
"604",2008,"AMAPÁ",5,0,2008-05-01
"605",2008,"AMAPÁ",6,0,2008-06-01
"606",2008,"AMAPÁ",7,0,2008-07-01
"607",2008,"AMAPÁ",8,4,2008-08-01
"608",2008,"AMAPÁ",9,83,2008-09-01
"609",2008,"AMAPÁ",10,395,2008-10-01
"610",2008,"AMAPÁ",11,266,2008-11-01
"611",2008,"AMAPÁ",12,32,2008-12-01
"612",2009,"AMAPÁ",1,4,2009-01-01
"613",2009,"AMAPÁ",2,0,2009-02-01
"614",2009,"AMAPÁ",3,1,2009-03-01
"615",2009,"AMAPÁ",4,0,2009-04-01
"616",2009,"AMAPÁ",5,2,2009-05-01
"617",2009,"AMAPÁ",6,1,2009-06-01
"618",2009,"AMAPÁ",7,4,2009-07-01
"619",2009,"AMAPÁ",8,20,2009-08-01
"620",2009,"AMAPÁ",9,188,2009-09-01
"621",2009,"AMAPÁ",10,765,2009-10-01
"622",2009,"AMAPÁ",11,1019,2009-11-01
"623",2009,"AMAPÁ",12,123,2009-12-01
"624",2010,"AMAPÁ",1,2,2010-01-01
"625",2010,"AMAPÁ",2,0,2010-02-01
"626",2010,"AMAPÁ",3,2,2010-03-01
"627",2010,"AMAPÁ",4,2,2010-04-01
"628",2010,"AMAPÁ",5,2,2010-05-01
"629",2010,"AMAPÁ",6,0,2010-06-01
"630",2010,"AMAPÁ",7,2,2010-07-01
"631",2010,"AMAPÁ",8,1,2010-08-01
"632",2010,"AMAPÁ",9,63,2010-09-01
"633",2010,"AMAPÁ",10,265,2010-10-01
"634",2010,"AMAPÁ",11,339,2010-11-01
"635",2010,"AMAPÁ",12,43,2010-12-01
"636",2011,"AMAPÁ",1,0,2011-01-01
"637",2011,"AMAPÁ",2,3,2011-02-01
"638",2011,"AMAPÁ",3,0,2011-03-01
"639",2011,"AMAPÁ",4,0,2011-04-01
"640",2011,"AMAPÁ",5,2,2011-05-01
"641",2011,"AMAPÁ",6,0,2011-06-01
"642",2011,"AMAPÁ",7,5,2011-07-01
"643",2011,"AMAPÁ",8,16,2011-08-01
"644",2011,"AMAPÁ",9,128,2011-09-01
"645",2011,"AMAPÁ",10,304,2011-10-01
"646",2011,"AMAPÁ",11,282,2011-11-01
"647",2011,"AMAPÁ",12,360,2011-12-01
"648",2012,"AMAPÁ",1,30,2012-01-01
"649",2012,"AMAPÁ",2,5,2012-02-01
"650",2012,"AMAPÁ",3,1,2012-03-01
"651",2012,"AMAPÁ",4,2,2012-04-01
"652",2012,"AMAPÁ",5,2,2012-05-01
"653",2012,"AMAPÁ",6,7,2012-06-01
"654",2012,"AMAPÁ",7,3,2012-07-01
"655",2012,"AMAPÁ",8,19,2012-08-01
"656",2012,"AMAPÁ",9,168,2012-09-01
"657",2012,"AMAPÁ",10,475,2012-10-01
"658",2012,"AMAPÁ",11,969,2012-11-01
"659",2012,"AMAPÁ",12,422,2012-12-01
"660",2013,"AMAPÁ",1,3,2013-01-01
"661",2013,"AMAPÁ",2,0,2013-02-01
"662",2013,"AMAPÁ",3,0,2013-03-01
"663",2013,"AMAPÁ",4,2,2013-04-01
"664",2013,"AMAPÁ",5,0,2013-05-01
"665",2013,"AMAPÁ",6,1,2013-06-01
"666",2013,"AMAPÁ",7,1,2013-07-01
"667",2013,"AMAPÁ",8,9,2013-08-01
"668",2013,"AMAPÁ",9,85,2013-09-01
"669",2013,"AMAPÁ",10,385,2013-10-01
"670",2013,"AMAPÁ",11,341,2013-11-01
"671",2013,"AMAPÁ",12,148,2013-12-01
"672",2014,"AMAPÁ",1,10,2014-01-01
"673",2014,"AMAPÁ",2,2,2014-02-01
"674",2014,"AMAPÁ",3,1,2014-03-01
"675",2014,"AMAPÁ",4,0,2014-04-01
"676",2014,"AMAPÁ",5,0,2014-05-01
"677",2014,"AMAPÁ",6,0,2014-06-01
"678",2014,"AMAPÁ",7,4,2014-07-01
"679",2014,"AMAPÁ",8,18,2014-08-01
"680",2014,"AMAPÁ",9,137,2014-09-01
"681",2014,"AMAPÁ",10,480,2014-10-01
"682",2014,"AMAPÁ",11,484,2014-11-01
"683",2014,"AMAPÁ",12,354,2014-12-01
"684",2015,"AMAPÁ",1,14,2015-01-01
"685",2015,"AMAPÁ",2,1,2015-02-01
"686",2015,"AMAPÁ",3,2,2015-03-01
"687",2015,"AMAPÁ",4,0,2015-04-01
"688",2015,"AMAPÁ",5,0,2015-05-01
"689",2015,"AMAPÁ",6,3,2015-06-01
"690",2015,"AMAPÁ",7,5,2015-07-01
"691",2015,"AMAPÁ",8,40,2015-08-01
"692",2015,"AMAPÁ",9,192,2015-09-01
"693",2015,"AMAPÁ",10,827,2015-10-01
"694",2015,"AMAPÁ",11,1300,2015-11-01
"695",2015,"AMAPÁ",12,269,2015-12-01
"696",2016,"AMAPÁ",1,19,2016-01-01
"697",2016,"AMAPÁ",2,1,2016-02-01
"698",2016,"AMAPÁ",3,5,2016-03-01
"699",2016,"AMAPÁ",4,0,2016-04-01
"700",2016,"AMAPÁ",5,1,2016-05-01
"701",2016,"AMAPÁ",6,2,2016-06-01
"702",2016,"AMAPÁ",7,1,2016-07-01
"703",2016,"AMAPÁ",8,37,2016-08-01
"704",2016,"AMAPÁ",9,142,2016-09-01
"705",2016,"AMAPÁ",10,793,2016-10-01
"706",2016,"AMAPÁ",11,1161,2016-11-01
"707",2016,"AMAPÁ",12,491,2016-12-01
"708",2017,"AMAPÁ",1,2,2017-01-01
"709",2017,"AMAPÁ",2,0,2017-02-01
"710",2017,"AMAPÁ",3,0,2017-03-01
"711",2017,"AMAPÁ",4,3,2017-04-01
"712",2017,"AMAPÁ",5,1,2017-05-01
"713",2017,"AMAPÁ",6,2,2017-06-01
"714",2017,"AMAPÁ",7,3,2017-07-01
"715",2017,"AMAPÁ",8,33,2017-08-01
"716",2017,"AMAPÁ",9,95,2017-09-01
"717",2017,"AMAPÁ",10,468,2017-10-01
"718",2017,"AMAPÁ",11,858,2017-11-01
"719",1998,"AMAZONAS",1,0,1998-01-01
"720",1998,"AMAZONAS",2,0,1998-02-01
"721",1998,"AMAZONAS",3,0,1998-03-01
"722",1998,"AMAZONAS",4,0,1998-04-01
"723",1998,"AMAZONAS",5,0,1998-05-01
"724",1998,"AMAZONAS",6,2,1998-06-01
"725",1998,"AMAZONAS",7,71,1998-07-01
"726",1998,"AMAZONAS",8,321,1998-08-01
"727",1998,"AMAZONAS",9,267,1998-09-01
"728",1998,"AMAZONAS",10,83,1998-10-01
"729",1998,"AMAZONAS",11,6,1998-11-01
"730",1998,"AMAZONAS",12,196,1998-12-01
"731",1999,"AMAZONAS",1,3,1999-01-01
"732",1999,"AMAZONAS",2,43,1999-02-01
"733",1999,"AMAZONAS",3,7,1999-03-01
"734",1999,"AMAZONAS",4,2,1999-04-01
"735",1999,"AMAZONAS",5,0,1999-05-01
"736",1999,"AMAZONAS",6,7,1999-06-01
"737",1999,"AMAZONAS",7,11,1999-07-01
"738",1999,"AMAZONAS",8,259,1999-08-01
"739",1999,"AMAZONAS",9,216,1999-09-01
"740",1999,"AMAZONAS",10,479,1999-10-01
"741",1999,"AMAZONAS",11,32,1999-11-01
"742",1999,"AMAZONAS",12,2,1999-12-01
"743",2000,"AMAZONAS",1,7,2000-01-01
"744",2000,"AMAZONAS",2,62,2000-02-01
"745",2000,"AMAZONAS",3,69,2000-03-01
"746",2000,"AMAZONAS",4,18,2000-04-01
"747",2000,"AMAZONAS",5,51,2000-05-01
"748",2000,"AMAZONAS",6,6,2000-06-01
"749",2000,"AMAZONAS",7,39,2000-07-01
"750",2000,"AMAZONAS",8,180,2000-08-01
"751",2000,"AMAZONAS",9,189,2000-09-01
"752",2000,"AMAZONAS",10,145,2000-10-01
"753",2000,"AMAZONAS",11,27,2000-11-01
"754",2000,"AMAZONAS",12,60,2000-12-01
"755",2001,"AMAZONAS",1,3,2001-01-01
"756",2001,"AMAZONAS",2,8,2001-02-01
"757",2001,"AMAZONAS",3,6,2001-03-01
"758",2001,"AMAZONAS",4,1,2001-04-01
"759",2001,"AMAZONAS",5,0,2001-05-01
"760",2001,"AMAZONAS",6,5,2001-06-01
"761",2001,"AMAZONAS",7,9,2001-07-01
"762",2001,"AMAZONAS",8,501,2001-08-01
"763",2001,"AMAZONAS",9,166,2001-09-01
"764",2001,"AMAZONAS",10,332,2001-10-01
"765",2001,"AMAZONAS",11,244,2001-11-01
"766",2001,"AMAZONAS",12,22,2001-12-01
"767",2002,"AMAZONAS",1,17,2002-01-01
"768",2002,"AMAZONAS",2,2,2002-02-01
"769",2002,"AMAZONAS",3,5,2002-03-01
"770",2002,"AMAZONAS",4,2,2002-04-01
"771",2002,"AMAZONAS",5,8,2002-05-01
"772",2002,"AMAZONAS",6,5,2002-06-01
"773",2002,"AMAZONAS",7,146,2002-07-01
"774",2002,"AMAZONAS",8,741,2002-08-01
"775",2002,"AMAZONAS",9,928,2002-09-01
"776",2002,"AMAZONAS",10,695,2002-10-01
"777",2002,"AMAZONAS",11,259,2002-11-01
"778",2002,"AMAZONAS",12,44,2002-12-01
"779",2003,"AMAZONAS",1,158,2003-01-01
"780",2003,"AMAZONAS",2,62,2003-02-01
"781",2003,"AMAZONAS",3,64,2003-03-01
"782",2003,"AMAZONAS",4,11,2003-04-01
"783",2003,"AMAZONAS",5,2,2003-05-01
"784",2003,"AMAZONAS",6,3,2003-06-01
"785",2003,"AMAZONAS",7,180,2003-07-01
"786",2003,"AMAZONAS",8,1867,2003-08-01
"787",2003,"AMAZONAS",9,1401,2003-09-01
"788",2003,"AMAZONAS",10,725,2003-10-01
"789",2003,"AMAZONAS",11,169,2003-11-01
"790",2003,"AMAZONAS",12,147,2003-12-01
"791",2004,"AMAZONAS",1,123,2004-01-01
"792",2004,"AMAZONAS",2,92,2004-02-01
"793",2004,"AMAZONAS",3,6,2004-03-01
"794",2004,"AMAZONAS",4,4,2004-04-01
"795",2004,"AMAZONAS",5,0,2004-05-01
"796",2004,"AMAZONAS",6,12,2004-06-01
"797",2004,"AMAZONAS",7,177,2004-07-01
"798",2004,"AMAZONAS",8,1207,2004-08-01
"799",2004,"AMAZONAS",9,911,2004-09-01
"800",2004,"AMAZONAS",10,710,2004-10-01
"801",2004,"AMAZONAS",11,209,2004-11-01
"802",2004,"AMAZONAS",12,53,2004-12-01
"803",2005,"AMAZONAS",1,44,2005-01-01
"804",2005,"AMAZONAS",2,6,2005-02-01
"805",2005,"AMAZONAS",3,12,2005-03-01
"806",2005,"AMAZONAS",4,5,2005-04-01
"807",2005,"AMAZONAS",5,8,2005-05-01
"808",2005,"AMAZONAS",6,78,2005-06-01
"809",2005,"AMAZONAS",7,676,2005-07-01
"810",2005,"AMAZONAS",8,2316,2005-08-01
"811",2005,"AMAZONAS",9,2812,2005-09-01
"812",2005,"AMAZONAS",10,545,2005-10-01
"813",2005,"AMAZONAS",11,261,2005-11-01
"814",2005,"AMAZONAS",12,17,2005-12-01
"815",2006,"AMAZONAS",1,20,2006-01-01
"816",2006,"AMAZONAS",2,10,2006-02-01
"817",2006,"AMAZONAS",3,20,2006-03-01
"818",2006,"AMAZONAS",4,5,2006-04-01
"819",2006,"AMAZONAS",5,4,2006-05-01
"820",2006,"AMAZONAS",6,9,2006-06-01
"821",2006,"AMAZONAS",7,123,2006-07-01
"822",2006,"AMAZONAS",8,1422,2006-08-01
"823",2006,"AMAZONAS",9,2218,2006-09-01
"824",2006,"AMAZONAS",10,721,2006-10-01
"825",2006,"AMAZONAS",11,59,2006-11-01
"826",2006,"AMAZONAS",12,23,2006-12-01
"827",2007,"AMAZONAS",1,37,2007-01-01
"828",2007,"AMAZONAS",2,92,2007-02-01
"829",2007,"AMAZONAS",3,6,2007-03-01
"830",2007,"AMAZONAS",4,0,2007-04-01
"831",2007,"AMAZONAS",5,0,2007-05-01
"832",2007,"AMAZONAS",6,23,2007-06-01
"833",2007,"AMAZONAS",7,116,2007-07-01
"834",2007,"AMAZONAS",8,2241,2007-08-01
"835",2007,"AMAZONAS",9,1360,2007-09-01
"836",2007,"AMAZONAS",10,215,2007-10-01
"837",2007,"AMAZONAS",11,90,2007-11-01
"838",2007,"AMAZONAS",12,7,2007-12-01
"839",2008,"AMAZONAS",1,16,2008-01-01
"840",2008,"AMAZONAS",2,32,2008-02-01
"841",2008,"AMAZONAS",3,10,2008-03-01
"842",2008,"AMAZONAS",4,13,2008-04-01
"843",2008,"AMAZONAS",5,1,2008-05-01
"844",2008,"AMAZONAS",6,7,2008-06-01
"845",2008,"AMAZONAS",7,108,2008-07-01
"846",2008,"AMAZONAS",8,861,2008-08-01
"847",2008,"AMAZONAS",9,998,2008-09-01
"848",2008,"AMAZONAS",10,632,2008-10-01
"849",2008,"AMAZONAS",11,39,2008-11-01
"850",2008,"AMAZONAS",12,0,2008-12-01
"851",2009,"AMAZONAS",1,9,2009-01-01
"852",2009,"AMAZONAS",2,3,2009-02-01
"853",2009,"AMAZONAS",3,11,2009-03-01
"854",2009,"AMAZONAS",4,1,2009-04-01
"855",2009,"AMAZONAS",5,3,2009-05-01
"856",2009,"AMAZONAS",6,13,2009-06-01
"857",2009,"AMAZONAS",7,199,2009-07-01
"858",2009,"AMAZONAS",8,1321,2009-08-01
"859",2009,"AMAZONAS",9,3091,2009-09-01
"860",2009,"AMAZONAS",10,2189,2009-10-01
"861",2009,"AMAZONAS",11,973,2009-11-01
"862",2009,"AMAZONAS",12,102,2009-12-01
"863",2010,"AMAZONAS",1,82,2010-01-01
"864",2010,"AMAZONAS",2,81,2010-02-01
"865",2010,"AMAZONAS",3,116,2010-03-01
"866",2010,"AMAZONAS",4,11,2010-04-01
"867",2010,"AMAZONAS",5,13,2010-05-01
"868",2010,"AMAZONAS",6,9,2010-06-01
"869",2010,"AMAZONAS",7,640,2010-07-01
"870",2010,"AMAZONAS",8,3727,2010-08-01
"871",2010,"AMAZONAS",9,2781,2010-09-01
"872",2010,"AMAZONAS",10,889,2010-10-01
"873",2010,"AMAZONAS",11,354,2010-11-01
"874",2010,"AMAZONAS",12,123,2010-12-01
"875",2011,"AMAZONAS",1,53,2011-01-01
"876",2011,"AMAZONAS",2,30,2011-02-01
"877",2011,"AMAZONAS",3,49,2011-03-01
"878",2011,"AMAZONAS",4,5,2011-04-01
"879",2011,"AMAZONAS",5,6,2011-05-01
"880",2011,"AMAZONAS",6,22,2011-06-01
"881",2011,"AMAZONAS",7,271,2011-07-01
"882",2011,"AMAZONAS",8,1243,2011-08-01
"883",2011,"AMAZONAS",9,1295,2011-09-01
"884",2011,"AMAZONAS",10,694,2011-10-01
"885",2011,"AMAZONAS",11,399,2011-11-01
"886",2011,"AMAZONAS",12,121,2011-12-01
"887",2012,"AMAZONAS",1,6,2012-01-01
"888",2012,"AMAZONAS",2,25,2012-02-01
"889",2012,"AMAZONAS",3,17,2012-03-01
"890",2012,"AMAZONAS",4,3,2012-04-01
"891",2012,"AMAZONAS",5,12,2012-05-01
"892",2012,"AMAZONAS",6,45,2012-06-01
"893",2012,"AMAZONAS",7,234,2012-07-01
"894",2012,"AMAZONAS",8,3011,2012-08-01
"895",2012,"AMAZONAS",9,2392,2012-09-01
"896",2012,"AMAZONAS",10,1238,2012-10-01
"897",2012,"AMAZONAS",11,682,2012-11-01
"898",2012,"AMAZONAS",12,80,2012-12-01
"899",2013,"AMAZONAS",1,37,2013-01-01
"900",2013,"AMAZONAS",2,16,2013-02-01
"901",2013,"AMAZONAS",3,49,2013-03-01
"902",2013,"AMAZONAS",4,20,2013-04-01
"903",2013,"AMAZONAS",5,19,2013-05-01
"904",2013,"AMAZONAS",6,56,2013-06-01
"905",2013,"AMAZONAS",7,248,2013-07-01
"906",2013,"AMAZONAS",8,1276,2013-08-01
"907",2013,"AMAZONAS",9,1739,2013-09-01
"908",2013,"AMAZONAS",10,1202,2013-10-01
"909",2013,"AMAZONAS",11,220,2013-11-01
"910",2013,"AMAZONAS",12,236,2013-12-01
"911",2014,"AMAZONAS",1,46,2014-01-01
"912",2014,"AMAZONAS",2,49,2014-02-01
"913",2014,"AMAZONAS",3,50,2014-03-01
"914",2014,"AMAZONAS",4,25,2014-04-01
"915",2014,"AMAZONAS",5,12,2014-05-01
"916",2014,"AMAZONAS",6,74,2014-06-01
"917",2014,"AMAZONAS",7,202,2014-07-01
"918",2014,"AMAZONAS",8,3852,2014-08-01
"919",2014,"AMAZONAS",9,3057,2014-09-01
"920",2014,"AMAZONAS",10,952,2014-10-01
"921",2014,"AMAZONAS",11,676,2014-11-01
"922",2014,"AMAZONAS",12,293,2014-12-01
"923",2015,"AMAZONAS",1,35,2015-01-01
"924",2015,"AMAZONAS",2,107,2015-02-01
"925",2015,"AMAZONAS",3,46,2015-03-01
"926",2015,"AMAZONAS",4,24,2015-04-01
"927",2015,"AMAZONAS",5,10,2015-05-01
"928",2015,"AMAZONAS",6,33,2015-06-01
"929",2015,"AMAZONAS",7,356,2015-07-01
"930",2015,"AMAZONAS",8,4564,2015-08-01
"931",2015,"AMAZONAS",9,5882,2015-09-01
"932",2015,"AMAZONAS",10,2494,2015-10-01
"933",2015,"AMAZONAS",11,1054,2015-11-01
"934",2015,"AMAZONAS",12,565,2015-12-01
"935",2016,"AMAZONAS",1,770,2016-01-01
"936",2016,"AMAZONAS",2,275,2016-02-01
"937",2016,"AMAZONAS",3,140,2016-03-01
"938",2016,"AMAZONAS",4,22,2016-04-01
"939",2016,"AMAZONAS",5,30,2016-05-01
"940",2016,"AMAZONAS",6,90,2016-06-01
"941",2016,"AMAZONAS",7,1137,2016-07-01
"942",2016,"AMAZONAS",8,3611,2016-08-01
"943",2016,"AMAZONAS",9,3119,2016-09-01
"944",2016,"AMAZONAS",10,2105,2016-10-01
"945",2016,"AMAZONAS",11,591,2016-11-01
"946",2016,"AMAZONAS",12,133,2016-12-01
"947",2017,"AMAZONAS",1,65,2017-01-01
"948",2017,"AMAZONAS",2,52,2017-02-01
"949",2017,"AMAZONAS",3,45,2017-03-01
"950",2017,"AMAZONAS",4,20,2017-04-01
"951",2017,"AMAZONAS",5,40,2017-05-01
"952",2017,"AMAZONAS",6,119,2017-06-01
"953",2017,"AMAZONAS",7,1975,2017-07-01
"954",2017,"AMAZONAS",8,6316,2017-08-01
"955",2017,"AMAZONAS",9,4033,2017-09-01
"956",2017,"AMAZONAS",10,1581,2017-10-01
"957",2017,"AMAZONAS",11,552,2017-11-01
"958",1998,"BAHIA",1,0,1998-01-01
"959",1998,"BAHIA",2,0,1998-02-01
"960",1998,"BAHIA",3,0,1998-03-01
"961",1998,"BAHIA",4,0,1998-04-01
"962",1998,"BAHIA",5,0,1998-05-01
"963",1998,"BAHIA",6,55,1998-06-01
"964",1998,"BAHIA",7,219,1998-07-01
"965",1998,"BAHIA",8,815,1998-08-01
"966",1998,"BAHIA",9,2718,1998-09-01
"967",1998,"BAHIA",10,1969,1998-10-01
"968",1998,"BAHIA",11,49,1998-11-01
"969",1998,"BAHIA",12,82,1998-12-01
"970",1999,"BAHIA",1,114,1999-01-01
"971",1999,"BAHIA",2,157,1999-02-01
"972",1999,"BAHIA",3,83,1999-03-01
"973",1999,"BAHIA",4,55,1999-04-01
"974",1999,"BAHIA",5,76,1999-05-01
"975",1999,"BAHIA",6,64,1999-06-01
"976",1999,"BAHIA",7,107,1999-07-01
"977",1999,"BAHIA",8,453,1999-08-01
"978",1999,"BAHIA",9,1275,1999-09-01
"979",1999,"BAHIA",10,1307,1999-10-01
"980",1999,"BAHIA",11,49,1999-11-01
"981",1999,"BAHIA",12,37,1999-12-01
"982",2000,"BAHIA",1,31,2000-01-01
"983",2000,"BAHIA",2,32,2000-02-01
"984",2000,"BAHIA",3,65,2000-03-01
"985",2000,"BAHIA",4,23,2000-04-01
"986",2000,"BAHIA",5,71,2000-05-01
"987",2000,"BAHIA",6,178,2000-06-01
"988",2000,"BAHIA",7,202,2000-07-01
"989",2000,"BAHIA",8,633,2000-08-01
"990",2000,"BAHIA",9,2285,2000-09-01
"991",2000,"BAHIA",10,3350,2000-10-01
"992",2000,"BAHIA",11,114,2000-11-01
"993",2000,"BAHIA",12,24,2000-12-01
"994",2001,"BAHIA",1,24,2001-01-01
"995",2001,"BAHIA",2,101,2001-02-01
"996",2001,"BAHIA",3,4,2001-03-01
"997",2001,"BAHIA",4,26,2001-04-01
"998",2001,"BAHIA",5,85,2001-05-01
"999",2001,"BAHIA",6,98,2001-06-01
"1000",2001,"BAHIA",7,248,2001-07-01
"1001",2001,"BAHIA",8,979,2001-08-01
"1002",2001,"BAHIA",9,3964,2001-09-01
"1003",2001,"BAHIA",10,1687,2001-10-01
"1004",2001,"BAHIA",11,699,2001-11-01
"1005",2001,"BAHIA",12,158,2001-12-01
"1006",2002,"BAHIA",1,125,2002-01-01
"1007",2002,"BAHIA",2,204,2002-02-01
"1008",2002,"BAHIA",3,146,2002-03-01
"1009",2002,"BAHIA",4,110,2002-04-01
"1010",2002,"BAHIA",5,166,2002-05-01
"1011",2002,"BAHIA",6,118,2002-06-01
"1012",2002,"BAHIA",7,549,2002-07-01
"1013",2002,"BAHIA",8,1827,2002-08-01
"1014",2002,"BAHIA",9,6439,2002-09-01
"1015",2002,"BAHIA",10,5414,2002-10-01
"1016",2002,"BAHIA",11,1020,2002-11-01
"1017",2002,"BAHIA",12,848,2002-12-01
"1018",2003,"BAHIA",1,439,2003-01-01
"1019",2003,"BAHIA",2,223,2003-02-01
"1020",2003,"BAHIA",3,274,2003-03-01
"1021",2003,"BAHIA",4,376,2003-04-01
"1022",2003,"BAHIA",5,106,2003-05-01
"1023",2003,"BAHIA",6,140,2003-06-01
"1024",2003,"BAHIA",7,261,2003-07-01
"1025",2003,"BAHIA",8,1039,2003-08-01
"1026",2003,"BAHIA",9,8847,2003-09-01
"1027",2003,"BAHIA",10,4264,2003-10-01
"1028",2003,"BAHIA",11,533,2003-11-01
"1029",2003,"BAHIA",12,710,2003-12-01
"1030",2004,"BAHIA",1,158,2004-01-01
"1031",2004,"BAHIA",2,122,2004-02-01
"1032",2004,"BAHIA",3,115,2004-03-01
"1033",2004,"BAHIA",4,89,2004-04-01
"1034",2004,"BAHIA",5,124,2004-05-01
"1035",2004,"BAHIA",6,289,2004-06-01
"1036",2004,"BAHIA",7,310,2004-07-01
"1037",2004,"BAHIA",8,1430,2004-08-01
"1038",2004,"BAHIA",9,6433,2004-09-01
"1039",2004,"BAHIA",10,4810,2004-10-01
"1040",2004,"BAHIA",11,1736,2004-11-01
"1041",2004,"BAHIA",12,423,2004-12-01
"1042",2005,"BAHIA",1,303,2005-01-01
"1043",2005,"BAHIA",2,143,2005-02-01
"1044",2005,"BAHIA",3,158,2005-03-01
"1045",2005,"BAHIA",4,76,2005-04-01
"1046",2005,"BAHIA",5,120,2005-05-01
"1047",2005,"BAHIA",6,211,2005-06-01
"1048",2005,"BAHIA",7,269,2005-07-01
"1049",2005,"BAHIA",8,948,2005-08-01
"1050",2005,"BAHIA",9,4066,2005-09-01
"1051",2005,"BAHIA",10,8405,2005-10-01
"1052",2005,"BAHIA",11,1595,2005-11-01
"1053",2005,"BAHIA",12,116,2005-12-01
"1054",2006,"BAHIA",1,225,2006-01-01
"1055",2006,"BAHIA",2,277,2006-02-01
"1056",2006,"BAHIA",3,199,2006-03-01
"1057",2006,"BAHIA",4,60,2006-04-01
"1058",2006,"BAHIA",5,43,2006-05-01
"1059",2006,"BAHIA",6,68,2006-06-01
"1060",2006,"BAHIA",7,229,2006-07-01
"1061",2006,"BAHIA",8,995,2006-08-01
"1062",2006,"BAHIA",9,3006,2006-09-01
"1063",2006,"BAHIA",10,2079,2006-10-01
"1064",2006,"BAHIA",11,239,2006-11-01
"1065",2006,"BAHIA",12,169,2006-12-01
"1066",2007,"BAHIA",1,373,2007-01-01
"1067",2007,"BAHIA",2,113,2007-02-01
"1068",2007,"BAHIA",3,141,2007-03-01
"1069",2007,"BAHIA",4,64,2007-04-01
"1070",2007,"BAHIA",5,161,2007-05-01
"1071",2007,"BAHIA",6,270,2007-06-01
"1072",2007,"BAHIA",7,811,2007-07-01
"1073",2007,"BAHIA",8,3734,2007-08-01
"1074",2007,"BAHIA",9,7438,2007-09-01
"1075",2007,"BAHIA",10,4981,2007-10-01
"1076",2007,"BAHIA",11,2126,2007-11-01
"1077",2007,"BAHIA",12,259,2007-12-01
"1078",2008,"BAHIA",1,314,2008-01-01
"1079",2008,"BAHIA",2,235,2008-02-01
"1080",2008,"BAHIA",3,135,2008-03-01
"1081",2008,"BAHIA",4,151,2008-04-01
"1082",2008,"BAHIA",5,56,2008-05-01
"1083",2008,"BAHIA",6,72,2008-06-01
"1084",2008,"BAHIA",7,271,2008-07-01
"1085",2008,"BAHIA",8,611,2008-08-01
"1086",2008,"BAHIA",9,4837,2008-09-01
"1087",2008,"BAHIA",10,7691,2008-10-01
"1088",2008,"BAHIA",11,3175,2008-11-01
"1089",2008,"BAHIA",12,52,2008-12-01
"1090",2009,"BAHIA",1,177,2009-01-01
"1091",2009,"BAHIA",2,117,2009-02-01
"1092",2009,"BAHIA",3,249,2009-03-01
"1093",2009,"BAHIA",4,40,2009-04-01
"1094",2009,"BAHIA",5,34,2009-05-01
"1095",2009,"BAHIA",6,92,2009-06-01
"1096",2009,"BAHIA",7,321,2009-07-01
"1097",2009,"BAHIA",8,439,2009-08-01
"1098",2009,"BAHIA",9,3610,2009-09-01
"1099",2009,"BAHIA",10,2552,2009-10-01
"1100",2009,"BAHIA",11,402,2009-11-01
"1101",2009,"BAHIA",12,308,2009-12-01
"1102",2010,"BAHIA",1,297,2010-01-01
"1103",2010,"BAHIA",2,206,2010-02-01
